Unique ID,Department,Account No.,Activity Detailed Description,Purchase Type,Supplier,Required Contract Creation?,SLA (Working Days),Assigned Buyer,Item Category,Initial Approved Budget,Revised Approved Budget,Budget Used,Balance,PR Processing Month,PR/PO Status,PR/PO budget used Not paid,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Total AED,Amount Check,Remarks,Department (Repeat)
ECAE-PP-2025-1123,Finance,415733,Utilities,Urgent,ABC Corp,No,52,John,8015.4400 - Utilities,62645.79,66873.41,66873.41,0.0,22-May-24,Spent,,211.06,8896.02,7287.12,3631.06,1094.55,6589.27,3884.78,2846.46,8041.18,3657.42,1516.34,5368.3,53023.56,-,,Finance
ECAE-PP-2025-1124,Finance,415960,Training Service,Regular,NextGen Solutions,Yes,45,Sarah,8012.1100 - Training Services,240403.85,240428.72,145459.79,94968.93,15-May-24,Planned,,38955.56,11629.73,38315.16,20006.97,12263.26,39606.55,35175.04,27746.14,35861.64,27308.21,17647.62,37989.72,342505.6,-,,Finance
ECAE-PP-2025-1124,Finance,415960,Training Service,Regular,NextGen Solutions,Yes,45,Sarah,8012.1100 - Training Services,240403.85,240428.72,240428.72,0.0,15-May-24,Spent,,38955.56,11629.73,38315.16,20006.97,12263.26,39606.55,35175.04,27746.14,35861.64,27308.21,17647.62,37989.72,342505.6,-,,Finance
ECAE-PP-2025-1125,Academic Services,412896,Training Service,Regular,GWA,No,39,Fatima,8012.1100 - Training Services,194777.17,200242.02000000002,144744.85,55497.17000000001,11-Jun-24,Planned,,7383.27,20710.21,18279.02,24790.86,23208.98,27125.87,10384.06,7220.61,26872.44,12033.32,9597.39,11240.87,198846.89999999997,-,,Academic Services
ECAE-PP-2025-1125,Academic Services,412896,Training Service,Regular,GWA,No,39,Fatima,8012.1100 - Training Services,194777.17,200242.02000000002,200242.02000000002,0.0,11-Jun-24,Spent,,7383.27,20710.21,18279.02,24790.86,23208.98,27125.87,10384.06,7220.61,26872.44,12033.32,9597.39,11240.87,198846.89999999997,-,,Academic Services
ECAE-PP-2025-1126,Facilities,413480,Utilities,Urgent,GlobalTech,Yes,48,Fatima,8015.4400 - Utilities,193217.0,190679.66,56320.88,134358.78,09-Jan-24,Planned,,23804.57,10673.99,6732.62,864.87,30845.67,14850.43,5140.66,24083.2,28209.5,16778.79,901.26,11604.22,174489.78000000003,-,,Facilities
ECAE-PP-2025-1126,Facilities,413480,Utilities,Urgent,GlobalTech,Yes,48,Fatima,8015.4400 - Utilities,193217.0,190679.66,190679.66,0.0,09-Jan-24,Spent,,23804.57,10673.99,6732.62,864.87,30845.67,14850.43,5140.66,24083.2,28209.5,16778.79,901.26,11604.22,174489.78000000003,-,,Facilities
ECAE-PP-2025-1127,Academic Services,419253,Consulting Service,Regular,Emirates Services,Yes,27,Fatima,8014.3300 - Consulting,166885.86,175015.65999999997,104449.86,70565.79999999997,27-Jun-24,Planned,,5904.44,7104.6,22856.26,12903.04,11937.11,25875.42,17796.44,23420.28,23622.41,3501.09,19068.03,27784.21,201773.33,-,,Academic Services
ECAE-PP-2025-1127,Academic Services,419253,Consulting Service,Regular,Emirates Services,Yes,27,Fatima,8014.3300 - Consulting,166885.86,175015.65999999997,175015.65999999997,0.0,27-Jun-24,Spent,,5904.44,7104.6,22856.26,12903.04,11937.11,25875.42,17796.44,23420.28,23622.41,3501.09,19068.03,27784.21,201773.33,-,,Academic Services
ECAE-PP-2025-1128,Facilities,416987,Maintenance Contract,Framework,Emirates Services,No,47,Ali,8013.2200 - Maintenance Services,136766.63,136426.44,68640.57,67785.87,29-May-24,Planned,,8652.32,11699.65,21899.01,11466.98,17628.02,17036.89,12879.66,2971.89,4974.08,5460.25,879.03,8622.56,124170.34,-,,Facilities
ECAE-PP-2025-1128,Facilities,416987,Maintenance Contract,Framework,Emirates Services,No,47,Ali,8013.2200 - Maintenance Services,136766.63,136426.44,136426.44,0.0,29-May-24,Spent,,8652.32,11699.65,21899.01,11466.98,17628.02,17036.89,12879.66,2971.89,4974.08,5460.25,879.03,8622.56,124170.34,-,,Facilities
ECAE-PP-2025-1129,Information Technology,414663,IT Manpower Service,Framework,GWA,Yes,49,Michael,8011.1600 - Outsourcing Services,82676.36,78991.51,39398.55,39592.95999999999,20-Apr-24,Planned,,8101.4,1620.59,6526.44,8812.99,1955.13,6543.79,6021.93,12056.09,13108.66,8616.32,11254.44,8516.36,93134.14,-,,Information Technology
ECAE-PP-2025-1129,Information Technology,414663,IT Manpower Service,Framework,GWA,Yes,49,Michael,8011.1600 - Outsourcing Services,82676.36,78991.51,78991.51,0.0,20-Apr-24,Spent,,8101.4,1620.59,6526.44,8812.99,1955.13,6543.79,6021.93,12056.09,13108.66,8616.32,11254.44,8516.36,93134.14,-,,Information Technology
ECAE-PP-2025-1130,Facilities,418202,Utilities,Regular,NextGen Solutions,Yes,57,Ali,8015.4400 - Utilities,127332.45,120898.8,54389.96,66508.84,23-Nov-24,Planned,,15971.4,16485.36,7780.29,5189.41,12054.8,17712.32,14622.68,9514.23,15176.84,13911.37,18397.8,5310.63,152127.13,-,,Facilities
ECAE-PP-2025-1130,Facilities,418202,Utilities,Regular,NextGen Solutions,Yes,57,Ali,8015.4400 - Utilities,127332.45,120898.8,120898.8,0.0,23-Nov-24,Spent,,15971.4,16485.36,7780.29,5189.41,12054.8,17712.32,14622.68,9514.23,15176.84,13911.37,18397.8,5310.63,152127.13,-,,Facilities
ECAE-PP-2025-1131,Information Technology,416616,IT Manpower Service,Urgent,Emirates Services,No,37,Ali,8011.1600 - Outsourcing Services,60191.68,67983.08,32005.0,35978.08,27-Apr-24,Planned,,3629.91,6973.01,11008.97,6323.47,6035.87,399.55,9518.75,508.08,10268.08,6103.43,1908.81,5118.08,67796.01000000001,-,,Information Technology
ECAE-PP-2025-1131,Information Technology,416616,IT Manpower Service,Urgent,Emirates Services,No,37,Ali,8011.1600 - Outsourcing Services,60191.68,67983.08,67983.08,0.0,27-Apr-24,Spent,,3629.91,6973.01,11008.97,6323.47,6035.87,399.55,9518.75,508.08,10268.08,6103.43,1908.81,5118.08,67796.01000000001,-,,Information Technology
ECAE-PP-2025-1132,Information Technology,418408,Utilities,Framework,GWA,No,50,Sarah,8015.4400 - Utilities,67845.4,73165.56,67255.5,5910.059999999998,14-Aug-24,Planned,,6807.6,1184.18,6975.31,9938.09,6557.95,10634.05,9775.83,3372.3,7683.63,90.39,4829.44,2901.75,70750.52,-,,Information Technology
ECAE-PP-2025-1132,Information Technology,418408,Utilities,Framework,GWA,No,50,Sarah,8015.4400 - Utilities,67845.4,73165.56,73165.56,0.0,14-Aug-24,Spent,,6807.6,1184.18,6975.31,9938.09,6557.95,10634.05,9775.83,3372.3,7683.63,90.39,4829.44,2901.75,70750.52,-,,Information Technology
ECAE-PP-2025-1133,Finance,419861,Consulting Service,Regular,ABC Corp,No,41,Fatima,8014.3300 - Consulting,197155.04,192938.34,132368.76,60569.57999999999,28-Jun-24,Planned,,26960.84,2713.05,14104.53,8354.76,27282.55,7237.78,24664.75,19664.13,28130.1,19094.27,17894.53,25761.45,221862.74,-,,Finance
ECAE-PP-2025-1133,Finance,419861,Consulting Service,Regular,ABC Corp,No,41,Fatima,8014.3300 - Consulting,197155.04,192938.34,192938.34,0.0,28-Jun-24,Spent,,26960.84,2713.05,14104.53,8354.76,27282.55,7237.78,24664.75,19664.13,28130.1,19094.27,17894.53,25761.45,221862.74,-,,Finance
ECAE-PP-2025-1134,Information Technology,417968,Training Service,Urgent,GWA,No,38,Ali,8012.1100 - Training Services,216811.08,218898.71,217579.04,1319.6699999999837,21-Nov-24,Planned,,34212.94,29243.52,837.84,29971.94,21546.85,18930.88,446.16,28488.36,7226.03,26559.02,578.92,29053.46,227095.91999999998,-,,Information Technology
ECAE-PP-2025-1134,Information Technology,417968,Training Service,Urgent,GWA,No,38,Ali,8012.1100 - Training Services,216811.08,218898.71,218898.71,0.0,21-Nov-24,Spent,,34212.94,29243.52,837.84,29971.94,21546.85,18930.88,446.16,28488.36,7226.03,26559.02,578.92,29053.46,227095.91999999998,-,,Information Technology
ECAE-PP-2025-1135,HR,419582,IT Manpower Service,Framework,GlobalTech,Yes,38,Sarah,8011.1600 - Outsourcing Services,106737.59,116603.34999999999,67626.3,48977.04999999999,15-Jul-24,Planned,,18211.28,17916.31,14089.49,14975.48,12144.48,13441.71,11995.03,6058.81,6815.26,11169.31,13995.84,7892.47,148705.47,-,,HR
ECAE-PP-2025-1135,HR,419582,IT Manpower Service,Framework,GlobalTech,Yes,38,Sarah,8011.1600 - Outsourcing Services,106737.59,116603.34999999999,116603.34999999999,0.0,15-Jul-24,Spent,,18211.28,17916.31,14089.49,14975.48,12144.48,13441.71,11995.03,6058.81,6815.26,11169.31,13995.84,7892.47,148705.47,-,,HR
ECAE-PP-2025-1136,Information Technology,419911,Utilities,Urgent,GWA,Yes,45,Sarah,8015.4400 - Utilities,191432.12,201263.32,18157.16,183106.16,02-Aug-24,Planned,,23569.43,26616.56,30780.74,12130.86,1441.16,12157.71,22528.57,7160.15,27169.64,7371.75,337.57,17043.0,188307.14,-,,Information Technology
ECAE-PP-2025-1136,Information Technology,419911,Utilities,Urgent,GWA,Yes,45,Sarah,8015.4400 - Utilities,191432.12,201263.32,201263.32,0.0,02-Aug-24,Spent,,23569.43,26616.56,30780.74,12130.86,1441.16,12157.71,22528.57,7160.15,27169.64,7371.75,337.57,17043.0,188307.14,-,,Information Technology
ECAE-PP-2025-1137,Information Technology,412083,Maintenance Contract,Framework,Emirates Services,No,40,Michael,8013.2200 - Maintenance Services,213965.1,212926.32,65736.26,147190.06,12-Aug-24,Planned,,12384.89,4664.43,21072.22,20659.78,28389.95,7140.02,10319.46,3450.75,10481.02,15192.37,34211.17,23175.82,191141.88,-,,Information Technology
ECAE-PP-2025-1137,Information Technology,412083,Maintenance Contract,Framework,Emirates Services,No,40,Michael,8013.2200 - Maintenance Services,213965.1,212926.32,212926.32,0.0,12-Aug-24,Spent,,12384.89,4664.43,21072.22,20659.78,28389.95,7140.02,10319.46,3450.75,10481.02,15192.37,34211.17,23175.82,191141.88,-,,Information Technology
ECAE-PP-2025-1138,Finance,418610,IT Manpower Service,Urgent,GWA,No,51,Michael,8011.1600 - Outsourcing Services,101293.54,102955.84999999999,35156.45,67799.4,26-Jun-24,Planned,,12098.35,11282.01,3336.84,15752.39,3422.3,12645.67,5964.74,6298.87,7815.19,14834.36,2406.63,936.38,96793.73000000001,-,,Finance
ECAE-PP-2025-1138,Finance,418610,IT Manpower Service,Urgent,GWA,No,51,Michael,8011.1600 - Outsourcing Services,101293.54,102955.84999999999,102955.84999999999,0.0,26-Jun-24,Spent,,12098.35,11282.01,3336.84,15752.39,3422.3,12645.67,5964.74,6298.87,7815.19,14834.36,2406.63,936.38,96793.73000000001,-,,Finance
ECAE-PP-2025-1139,HR,415904,Consulting Service,Regular,GWA,Yes,22,Sarah,8014.3300 - Consulting,220942.48,225819.32,206929.85,18889.47,14-Nov-24,Planned,,1921.58,168.19,33198.09,4337.71,21975.91,35888.19,19266.53,5261.52,14809.4,23486.8,28710.65,22843.05,211867.61999999997,-,,HR
ECAE-PP-2025-1139,HR,415904,Consulting Service,Regular,GWA,Yes,22,Sarah,8014.3300 - Consulting,220942.48,225819.32,225819.32,0.0,14-Nov-24,Spent,,1921.58,168.19,33198.09,4337.71,21975.91,35888.19,19266.53,5261.52,14809.4,23486.8,28710.65,22843.05,211867.61999999997,-,,HR
ECAE-PP-2025-1140,HR,413833,Training Service,Urgent,ABC Corp,Yes,22,Sarah,8012.1100 - Training Services,248762.36,245439.61,39283.35,206156.25999999998,27-Jan-24,Planned,,16589.7,29553.16,30767.12,29585.39,11928.34,26017.89,13848.04,34124.3,2254.61,1543.03,4160.55,8277.99,208650.11999999997,-,,HR
ECAE-PP-2025-1140,HR,413833,Training Service,Urgent,ABC Corp,Yes,22,Sarah,8012.1100 - Training Services,248762.36,245439.61,245439.61,0.0,27-Jan-24,Spent,,16589.7,29553.16,30767.12,29585.39,11928.34,26017.89,13848.04,34124.3,2254.61,1543.03,4160.55,8277.99,208650.11999999997,-,,HR
ECAE-PP-2025-1141,Finance,415525,Maintenance Contract,Regular,GWA,Yes,58,Fatima,8013.2200 - Maintenance Services,161917.63,162822.83000000002,6563.99,156258.84000000003,09-Aug-24,Planned,,26734.93,23788.63,9232.3,14735.58,14998.76,18598.73,18664.44,21432.71,677.64,25608.78,1901.28,12921.62,189295.4,-,,Finance
ECAE-PP-2025-1141,Finance,415525,Maintenance Contract,Regular,GWA,Yes,58,Fatima,8013.2200 - Maintenance Services,161917.63,162822.83000000002,162822.83000000002,0.0,09-Aug-24,Spent,,26734.93,23788.63,9232.3,14735.58,14998.76,18598.73,18664.44,21432.71,677.64,25608.78,1901.28,12921.62,189295.4,-,,Finance
ECAE-PP-2025-1142,Finance,411290,Training Service,Framework,GWA,Yes,56,John,8012.1100 - Training Services,115818.65,122122.79999999999,13449.62,108673.18,10-Oct-24,Planned,,6566.04,19609.87,9342.18,6552.57,6032.74,869.0,13938.4,5343.18,19517.87,4283.35,10777.16,14969.62,117801.98,-,,Finance
ECAE-PP-2025-1142,Finance,411290,Training Service,Framework,GWA,Yes,56,John,8012.1100 - Training Services,115818.65,122122.79999999999,122122.79999999999,0.0,10-Oct-24,Spent,,6566.04,19609.87,9342.18,6552.57,6032.74,869.0,13938.4,5343.18,19517.87,4283.35,10777.16,14969.62,117801.98,-,,Finance
ECAE-PP-2025-1143,HR,412321,Utilities,Framework,Emirates Services,Yes,17,Sarah,8015.4400 - Utilities,220534.15,228087.53,136585.41,91502.12,19-Aug-24,Planned,,20460.1,21386.25,37874.62,3968.53,30624.93,10389.86,13731.9,3061.44,13364.93,37663.44,15094.42,25457.91,233078.33000000002,-,,HR
ECAE-PP-2025-1143,HR,412321,Utilities,Framework,Emirates Services,Yes,17,Sarah,8015.4400 - Utilities,220534.15,228087.53,228087.53,0.0,19-Aug-24,Spent,,20460.1,21386.25,37874.62,3968.53,30624.93,10389.86,13731.9,3061.44,13364.93,37663.44,15094.42,25457.91,233078.33000000002,-,,HR
ECAE-PP-2025-1144,Facilities,418962,Training Service,Framework,ABC Corp,No,45,Fatima,8012.1100 - Training Services,136453.4,134478.56,34702.3,99776.26,29-Aug-24,Planned,,3798.07,7062.06,18920.65,20135.74,6257.49,515.94,19270.04,8451.79,7384.3,7777.34,9317.04,8478.13,117368.59,-,,Facilities
ECAE-PP-2025-1144,Facilities,418962,Training Service,Framework,ABC Corp,No,45,Fatima,8012.1100 - Training Services,136453.4,134478.56,134478.56,0.0,29-Aug-24,Spent,,3798.07,7062.06,18920.65,20135.74,6257.49,515.94,19270.04,8451.79,7384.3,7777.34,9317.04,8478.13,117368.59,-,,Facilities
ECAE-PP-2025-1145,Finance,411339,Training Service,Regular,Emirates Services,No,40,Ali,8012.1100 - Training Services,53494.64,62163.44,13570.48,48592.96000000001,18-May-24,Planned,,5220.52,10290.67,4511.44,5435.63,7202.23,1872.51,9664.62,5481.1,2862.17,9688.27,6480.03,5011.3,73720.49,-,,Finance
ECAE-PP-2025-1145,Finance,411339,Training Service,Regular,Emirates Services,No,40,Ali,8012.1100 - Training Services,53494.64,62163.44,62163.44,0.0,18-May-24,Spent,,5220.52,10290.67,4511.44,5435.63,7202.23,1872.51,9664.62,5481.1,2862.17,9688.27,6480.03,5011.3,73720.49,-,,Finance
ECAE-PP-2025-1146,Facilities,412823,Training Service,Framework,NextGen Solutions,Yes,47,Sarah,8012.1100 - Training Services,65750.63,56444.350000000006,52934.06,3510.290000000008,29-Aug-24,Planned,,7481.49,6484.15,9111.68,873.37,6650.27,773.56,1.56,1131.05,5801.78,6361.21,4123.63,433.41,49227.16,-,,Facilities
ECAE-PP-2025-1146,Facilities,412823,Training Service,Framework,NextGen Solutions,Yes,47,Sarah,8012.1100 - Training Services,65750.63,56444.350000000006,56444.350000000006,0.0,29-Aug-24,Spent,,7481.49,6484.15,9111.68,873.37,6650.27,773.56,1.56,1131.05,5801.78,6361.21,4123.63,433.41,49227.16,-,,Facilities
ECAE-PP-2025-1147,Finance,412136,Maintenance Contract,Framework,GlobalTech,No,20,Ali,8013.2200 - Maintenance Services,89621.53,81823.86,70171.86,11652.0,03-Oct-24,Planned,,301.29,8570.41,6316.51,9568.47,10692.11,12803.32,13614.75,7495.3,7657.46,306.09,11798.6,391.64,89515.95000000001,-,,Finance
ECAE-PP-2025-1147,Finance,412136,Maintenance Contract,Framework,GlobalTech,No,20,Ali,8013.2200 - Maintenance Services,89621.53,81823.86,81823.86,0.0,03-Oct-24,Spent,,301.29,8570.41,6316.51,9568.47,10692.11,12803.32,13614.75,7495.3,7657.46,306.09,11798.6,391.64,89515.95000000001,-,,Finance
ECAE-PP-2025-1148,Finance,415559,Maintenance Contract,Framework,GlobalTech,No,50,John,8013.2200 - Maintenance Services,134730.27,134019.72999999998,58929.55,75090.17999999998,01-May-24,Planned,,4457.68,7106.89,10822.63,18714.5,7031.97,8410.57,7356.3,200.26,21335.98,3104.7,6425.52,2888.2,97855.2,-,,Finance
ECAE-PP-2025-1148,Finance,415559,Maintenance Contract,Framework,GlobalTech,No,50,John,8013.2200 - Maintenance Services,134730.27,134019.72999999998,134019.72999999998,0.0,01-May-24,Spent,,4457.68,7106.89,10822.63,18714.5,7031.97,8410.57,7356.3,200.26,21335.98,3104.7,6425.52,2888.2,97855.2,-,,Finance
ECAE-PP-2025-1149,HR,412450,Consulting Service,Framework,NextGen Solutions,Yes,33,Ali,8014.3300 - Consulting,204179.64,207004.16,144840.53,62163.630000000005,15-Nov-24,Planned,,2926.27,18685.34,25414.3,24704.25,18425.3,16999.78,33449.94,28309.85,24103.57,6734.93,28282.66,25867.96,253904.15,-,,HR
ECAE-PP-2025-1149,HR,412450,Consulting Service,Framework,NextGen Solutions,Yes,33,Ali,8014.3300 - Consulting,204179.64,207004.16,207004.16,0.0,15-Nov-24,Spent,,2926.27,18685.34,25414.3,24704.25,18425.3,16999.78,33449.94,28309.85,24103.57,6734.93,28282.66,25867.96,253904.15,-,,HR
ECAE-PP-2025-1150,Information Technology,417476,IT Manpower Service,Urgent,ABC Corp,Yes,48,Fatima,8011.1600 - Outsourcing Services,196682.09,206189.5,112885.64,93303.86,18-Jun-24,Planned,,27425.31,11011.45,24346.25,34058.36,13400.9,27184.31,8457.52,9687.36,32126.52,891.37,7471.87,16595.53,212656.74999999994,-,,Information Technology
ECAE-PP-2025-1150,Information Technology,417476,IT Manpower Service,Urgent,ABC Corp,Yes,48,Fatima,8011.1600 - Outsourcing Services,196682.09,206189.5,206189.5,0.0,18-Jun-24,Spent,,27425.31,11011.45,24346.25,34058.36,13400.9,27184.31,8457.52,9687.36,32126.52,891.37,7471.87,16595.53,212656.74999999994,-,,Information Technology
ECAE-PP-2025-1151,Academic Services,415865,Maintenance Contract,Urgent,GWA,Yes,56,John,8013.2200 - Maintenance Services,162400.37,164430.24,90216.62,74213.62,19-Aug-24,Planned,,8054.54,1465.61,13804.17,4983.06,4416.46,10533.56,9914.79,23759.01,15473.9,23419.45,4024.04,9792.1,129640.68999999999,-,,Academic Services
ECAE-PP-2025-1151,Academic Services,415865,Maintenance Contract,Urgent,GWA,Yes,56,John,8013.2200 - Maintenance Services,162400.37,164430.24,164430.24,0.0,19-Aug-24,Spent,,8054.54,1465.61,13804.17,4983.06,4416.46,10533.56,9914.79,23759.01,15473.9,23419.45,4024.04,9792.1,129640.68999999999,-,,Academic Services
ECAE-PP-2025-1152,Finance,412412,Training Service,Framework,ABC Corp,No,21,Michael,8012.1100 - Training Services,96831.73,91374.2,68114.51,23259.690000000002,26-Mar-24,Planned,,14372.23,13264.37,3208.41,255.87,14264.9,5238.36,4727.25,3985.1,3724.05,11186.54,13826.34,11970.88,100024.3,-,,Finance
ECAE-PP-2025-1152,Finance,412412,Training Service,Framework,ABC Corp,No,21,Michael,8012.1100 - Training Services,96831.73,91374.2,91374.2,0.0,26-Mar-24,Spent,,14372.23,13264.37,3208.41,255.87,14264.9,5238.36,4727.25,3985.1,3724.05,11186.54,13826.34,11970.88,100024.3,-,,Finance
ECAE-PP-2025-1153,Information Technology,414161,Utilities,Regular,GWA,No,40,Michael,8015.4400 - Utilities,71557.65,72390.84,27163.82,45227.02,14-Feb-24,Planned,,6836.11,7222.2,1710.87,7260.05,11485.68,11803.27,10719.79,9737.52,2526.05,1887.41,5368.36,7475.94,84033.25000000001,-,,Information Technology
ECAE-PP-2025-1153,Information Technology,414161,Utilities,Regular,GWA,No,40,Michael,8015.4400 - Utilities,71557.65,72390.84,72390.84,0.0,14-Feb-24,Spent,,6836.11,7222.2,1710.87,7260.05,11485.68,11803.27,10719.79,9737.52,2526.05,1887.41,5368.36,7475.94,84033.25000000001,-,,Information Technology
ECAE-PP-2025-1154,Facilities,415444,IT Manpower Service,Urgent,Emirates Services,No,53,Ali,8011.1600 - Outsourcing Services,203274.45,201465.39,178704.99,22760.400000000023,19-Sep-24,Planned,,17888.18,7338.69,17263.46,8574.02,6793.96,9258.08,92.66,19144.29,13010.64,30175.79,1366.85,1450.56,132357.18,-,,Facilities
ECAE-PP-2025-1154,Facilities,415444,IT Manpower Service,Urgent,Emirates Services,No,53,Ali,8011.1600 - Outsourcing Services,203274.45,201465.39,201465.39,0.0,19-Sep-24,Spent,,17888.18,7338.69,17263.46,8574.02,6793.96,9258.08,92.66,19144.29,13010.64,30175.79,1366.85,1450.56,132357.18,-,,Facilities
ECAE-PP-2025-1155,Academic Services,413198,Utilities,Urgent,Emirates Services,Yes,27,Sarah,8015.4400 - Utilities,214775.24,220829.52,75111.23,145718.28999999998,19-Aug-24,Planned,,33298.7,2076.66,29928.99,6278.87,14413.58,7064.97,25859.67,24965.74,20165.33,25695.83,23539.13,28576.89,241864.36000000004,-,,Academic Services
ECAE-PP-2025-1155,Academic Services,413198,Utilities,Urgent,Emirates Services,Yes,27,Sarah,8015.4400 - Utilities,214775.24,220829.52,220829.52,0.0,19-Aug-24,Spent,,33298.7,2076.66,29928.99,6278.87,14413.58,7064.97,25859.67,24965.74,20165.33,25695.83,23539.13,28576.89,241864.36000000004,-,,Academic Services
ECAE-PP-2025-1156,HR,414849,IT Manpower Service,Urgent,GWA,Yes,26,Fatima,8011.1600 - Outsourcing Services,191885.38,188060.73,124536.44,63524.29000000001,07-Aug-24,Planned,,10762.29,18900.67,23512.16,28409.94,13726.2,11298.85,13478.57,10145.76,20496.25,29234.57,3951.5,17581.24,201498.0,-,,HR
ECAE-PP-2025-1156,HR,414849,IT Manpower Service,Urgent,GWA,Yes,26,Fatima,8011.1600 - Outsourcing Services,191885.38,188060.73,188060.73,0.0,07-Aug-24,Spent,,10762.29,18900.67,23512.16,28409.94,13726.2,11298.85,13478.57,10145.76,20496.25,29234.57,3951.5,17581.24,201498.0,-,,HR
ECAE-PP-2025-1157,HR,417983,Maintenance Contract,Framework,Emirates Services,Yes,18,Ali,8013.2200 - Maintenance Services,230090.44,230377.48,5748.35,224629.13,15-Dec-24,Planned,,20190.02,28918.48,20727.89,23585.63,20336.44,38026.78,30395.21,29013.93,24084.41,20287.45,13237.38,30101.43,298905.05,-,,HR
ECAE-PP-2025-1157,HR,417983,Maintenance Contract,Framework,Emirates Services,Yes,18,Ali,8013.2200 - Maintenance Services,230090.44,230377.48,230377.48,0.0,15-Dec-24,Spent,,20190.02,28918.48,20727.89,23585.63,20336.44,38026.78,30395.21,29013.93,24084.41,20287.45,13237.38,30101.43,298905.05,-,,HR
ECAE-PP-2025-1158,Academic Services,412230,IT Manpower Service,Framework,NextGen Solutions,No,58,Ali,8011.1600 - Outsourcing Services,117062.43,122481.17,11360.59,111120.58,19-Feb-24,Planned,,9734.33,5943.37,19292.4,3304.73,15379.22,16331.61,19429.49,11215.53,10918.69,18786.35,16353.14,15588.51,162277.37,-,,Academic Services
ECAE-PP-2025-1158,Academic Services,412230,IT Manpower Service,Framework,NextGen Solutions,No,58,Ali,8011.1600 - Outsourcing Services,117062.43,122481.17,122481.17,0.0,19-Feb-24,Spent,,9734.33,5943.37,19292.4,3304.73,15379.22,16331.61,19429.49,11215.53,10918.69,18786.35,16353.14,15588.51,162277.37,-,,Academic Services
ECAE-PP-2025-1159,Facilities,412707,Consulting Service,Urgent,NextGen Solutions,No,33,Fatima,8014.3300 - Consulting,81568.28,85443.02,49183.64,36259.380000000005,04-Aug-24,Planned,,10964.67,1709.4,7660.68,11896.03,8415.88,6259.69,4052.08,4704.93,3448.44,2787.24,8385.74,7253.9,77538.68,-,,Facilities
ECAE-PP-2025-1159,Facilities,412707,Consulting Service,Urgent,NextGen Solutions,No,33,Fatima,8014.3300 - Consulting,81568.28,85443.02,85443.02,0.0,04-Aug-24,Spent,,10964.67,1709.4,7660.68,11896.03,8415.88,6259.69,4052.08,4704.93,3448.44,2787.24,8385.74,7253.9,77538.68,-,,Facilities
ECAE-PP-2025-1160,Finance,413083,Consulting Service,Urgent,Emirates Services,Yes,16,John,8014.3300 - Consulting,119774.08,115738.26,51999.85,63738.409999999996,26-Feb-24,Planned,,10349.63,15671.74,8958.14,768.83,17249.08,5591.66,2674.82,19215.67,6701.23,2633.78,6009.56,9911.78,105735.92,-,,Finance
ECAE-PP-2025-1160,Finance,413083,Consulting Service,Urgent,Emirates Services,Yes,16,John,8014.3300 - Consulting,119774.08,115738.26,115738.26,0.0,26-Feb-24,Spent,,10349.63,15671.74,8958.14,768.83,17249.08,5591.66,2674.82,19215.67,6701.23,2633.78,6009.56,9911.78,105735.92,-,,Finance
ECAE-PP-2025-1161,HR,418166,Consulting Service,Framework,NextGen Solutions,No,44,Michael,8014.3300 - Consulting,98963.67,102049.42,29593.32,72456.1,06-May-24,Planned,,114.57,116.77,9152.47,9379.8,9451.81,12275.75,15669.17,16841.05,11923.91,8742.21,2398.07,6534.14,102599.72000000002,-,,HR
ECAE-PP-2025-1161,HR,418166,Consulting Service,Framework,NextGen Solutions,No,44,Michael,8014.3300 - Consulting,98963.67,102049.42,102049.42,0.0,06-May-24,Spent,,114.57,116.77,9152.47,9379.8,9451.81,12275.75,15669.17,16841.05,11923.91,8742.21,2398.07,6534.14,102599.72000000002,-,,HR
ECAE-PP-2025-1162,Finance,418690,Maintenance Contract,Framework,NextGen Solutions,Yes,58,Ali,8013.2200 - Maintenance Services,211058.26,216401.14,55978.89,160422.25,16-Nov-24,Planned,,28485.61,3869.3,10680.06,20287.8,20911.93,19583.9,35377.38,443.1,17586.15,18192.87,10579.21,18937.67,204934.97999999998,-,,Finance
ECAE-PP-2025-1162,Finance,418690,Maintenance Contract,Framework,NextGen Solutions,Yes,58,Ali,8013.2200 - Maintenance Services,211058.26,216401.14,216401.14,0.0,16-Nov-24,Spent,,28485.61,3869.3,10680.06,20287.8,20911.93,19583.9,35377.38,443.1,17586.15,18192.87,10579.21,18937.67,204934.97999999998,-,,Finance
ECAE-PP-2025-1163,Facilities,413918,IT Manpower Service,Urgent,ABC Corp,No,22,John,8011.1600 - Outsourcing Services,195919.69,196732.47,172546.31,24186.160000000003,21-Aug-24,Planned,,2244.31,18558.31,11648.43,17709.63,21218.6,21143.45,22084.01,22272.37,3583.2,6286.01,20674.65,13383.46,180806.43,-,,Facilities
ECAE-PP-2025-1163,Facilities,413918,IT Manpower Service,Urgent,ABC Corp,No,22,John,8011.1600 - Outsourcing Services,195919.69,196732.47,196732.47,0.0,21-Aug-24,Spent,,2244.31,18558.31,11648.43,17709.63,21218.6,21143.45,22084.01,22272.37,3583.2,6286.01,20674.65,13383.46,180806.43,-,,Facilities
